BVB_ID,player_name,player_country,DOB,home_town,resides,total_first,total_second,total_third,total_forth,total_played,total_points,podium%,height_in,big_stat_player_name,gender,isBlack_Challenge,isBlack_Elite16,isBlack,player_name_y,duration_avg,partners_count,duration_median,height_imputed,current_age
20,Daniel Cardenas,Cuba,1967-08-11,,"Los Angeles, CA",0.0,0.0,0.0,1.0,124.0,631.0,0.0,77.0,Daniel Cardenas,M,False,False,False,Daniel Cardenas,52.57142857142857,2.0,56.5,77.0,55.0
23,Canyon Ceman,United States,1972-06-21,"Hermosa Beach, CA","Stamford, CT",7.0,13.0,21.0,13.0,224.0,8327.0,0.18,77.0,Canyon Ceman,M,False,False,False,Canyon Ceman,50.80503144654088,16.0,49.0,77.0,50.0
24,John Child,Canada,1967-05-04,"Toronto, ON","Toronto, ON",1.0,5.0,10.0,9.0,134.0,7908.0,0.12,74.0,John Child,M,False,False,False,John Child,47.34285714285714,3.0,45.0,74.0,55.0
25,Ian Clark,United States,1970-09-02,"Boulder, CO","Lawndale, CA",1.0,2.0,4.0,4.0,166.0,3416.0,0.04,78.0,Ian Clark,M,False,False,False,Ian Clark,49.31707317073171,10.0,47.5,78.0,52.0
27,Scott Davenport,United States,1971-09-12,"Rochester, NY","Redondo Beach, CA",0.0,0.0,0.0,0.0,118.0,3524.0,0.0,72.0,Scott Davenport,M,False,False,False,Scott Davenport,50.38541666666666,19.0,47.5,72.0,51.0
28,Mike Diehl,United States,1970-12-30,,"Huntington Beach, CA",1.0,0.0,0.0,1.0,39.0,438.0,0.03,78.0,Mike Diehl,M,False,False,False,Mike Diehl,56.21428571428572,7.0,53.0,78.0,52.0
29,Pete DiVenere,United States,1971-02-27,"Fogattaville, NC","Pawleys Island, SC",0.0,0.0,0.0,0.0,30.0,553.0,0.0,74.0,Pete DiVenere,M,False,False,False,Pete DiVenere,46.175,15.0,45.0,74.0,51.0
30,Brent Doble,United States,1970-01-03,"St. Paul, MN","San Juan Capistrano, CA",5.0,1.0,13.0,2.0,161.0,7190.0,0.12,78.0,Brent Doble,M,False,False,False,Brent Doble,53.64026402640264,15.0,51.0,78.0,52.0
32,Marcelo Duarte,United States,1971-01-15,,"Santa Barbara, CA",0.0,0.0,0.0,0.0,86.0,41.0,0.0,72.0,Marcello Duarte,M,False,False,False,,,,,72.0,51.0
6337,Marcello Duarte,Brazil,,,,1.0,0.0,1.0,0.0,3.0,22.0,0.67,,Marcello Duarte,M,False,False,False,,,,,75.096018735363,
34,Jake Elliott,United States,1975-09-27,"Charleston, SC","Mount Pleasant, SC",0.0,0.0,0.0,0.0,54.0,2116.0,0.0,73.0,Jake Elliott,M,False,False,False,Jake Elliott,47.45217391304348,12.0,46.0,73.0,47.0
36,James Fellows,United States,1971-06-26,,"Naples, FL",0.0,0.0,0.0,0.0,81.0,164.0,0.0,77.0,James Fellows,M,False,False,False,James Fellows,50.083333333333336,1.0,47.0,77.0,51.0
38,Eric Fonoimoana,United States,1969-06-07,"Manhattan Beach, CA","Hermosa Beach, CA",15.0,13.0,23.0,17.0,293.0,11274.0,0.17,75.0,Eric Fonoimoana,M,False,False,False,Eric Fonoimoana,52.08816120906801,19.0,49.0,75.0,53.0
39,Doug Foust,United States,1969-08-10,"Hermosa Beach, CA",,0.0,0.0,0.0,0.0,136.0,94.0,0.0,76.0,Doug Foust,M,False,False,False,Doug Foust,51.0,1.0,49.5,76.0,53.0
41,Brent Frohoff,United States,1963-05-10,"Hermosa Beach, CA","Manhattan Beach, CA",19.0,34.0,49.0,31.0,334.0,599.0,0.31,75.0,Brent Frohoff,M,False,False,False,Brent Frohoff,52.5,2.0,49.0,75.0,59.0
42,Mike Garcia Jurado,Mexico,1967-10-29,Mexico City,"Laguna Beach, CA",0.0,0.0,0.0,0.0,61.0,140.0,0.0,76.0,Mike Garcia,M,False,False,False,Mike Garcia,76.0,1.0,76.0,76.0,55.0
45,Peter Goers,United States,1973-06-11,"Chicago, IL","Dana Point, CA",0.0,0.0,1.0,0.0,36.0,373.0,0.03,77.0,Peter Goers,M,False,False,False,Peter Goers,46.0,3.0,46.0,77.0,49.0
48,Jerry Graham,United States,1971-04-02,"Carson City, MI","Los Angeles, CA",0.0,0.0,0.0,0.0,61.0,667.0,0.0,74.0,Jerry Graham,M,False,False,False,Jerry Graham,43.60714285714285,11.0,41.5,74.0,51.0
50,Curtis Griffin,United States,1969-06-26,"Boulder, CO","Boulder, CO",0.0,0.0,0.0,0.0,64.0,24.0,0.0,74.0,Curtis Griffin,M,False,False,False,Curtis Griffin,42.333333333333336,2.0,39.0,74.0,53.0
52,Albert Hannemann,United States,1970-05-04,"Redondo Beach, CA","Hermosa Beach, CA",1.0,2.0,3.0,2.0,256.0,7368.0,0.02,75.0,Albert Hannemann,M,False,False,False,Albert Hannemann,53.27522935779817,26.0,50.0,75.0,52.0
54,Nick Hannemann,United States,1972-01-12,"Redondo Beach, CA","Huntington Beach, CA",0.0,1.0,3.0,0.0,127.0,1130.0,0.03,78.0,Nick Hannemann,M,False,False,False,Nick Hannemann,51.16,4.0,53.0,78.0,50.0
57,Mark Heese,Canada,1969-08-15,"Aurora, ON",,1.0,5.0,10.0,8.0,169.0,10673.0,0.09,72.0,Mark Heese,M,False,False,False,Mark Heese,49.30419580419581,3.0,46.5,72.0,53.0
59,Rob Heidger,United States,1969-06-03,"Danville, CA","Redondo Beach, CA",1.0,5.0,13.0,7.0,153.0,3189.0,0.12,78.0,Rob Heidger,M,False,False,False,Rob Heidger,45.53333333333333,3.0,44.0,78.0,53.0
60,Dax Holdren,United States,1972-09-04,"Santa Barbara, CA","Goleta, CA",14.0,20.0,19.0,8.0,203.0,13444.0,0.26,75.0,Dax Holdren,M,False,False,False,Dax Holdren,52.18018018018018,15.0,50.0,75.0,50.0
61,Jody Holden,Canada,1968-08-20,"Shelburne, NS","Toronto, ON",1.0,1.0,1.0,1.0,107.0,4876.0,0.03,77.0,Jody Holden,M,False,False,False,Jody Holden,50.1203007518797,3.0,46.0,77.0,54.0
62,John Hurbright,United States,1972-01-21,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,John Hubright,M,False,False,False,John Hubright,53.0,3.0,53.0,77.0,50.0
5492,John Hubright,United States,1972-01-21,,"New Bedford, MA",0.0,0.0,0.0,0.0,5.0,36.0,0.0,77.0,John Hubright,M,False,False,False,John Hubright,53.0,3.0,53.0,77.0,50.0
66,Adam Jewell,United States,1975-06-24,"Torrance, CA","Redondo Beach, CA",1.0,4.0,6.0,0.0,129.0,6980.0,0.09,77.0,Adam Jewell,M,False,False,False,Adam Jewell,51.741134751773046,21.0,49.5,77.0,47.0
67,Adam Johnson,United States,1965-01-31,"Laguna Beach, CA","Austin, TX",43.0,35.0,34.0,31.0,256.0,1735.0,0.44,75.0,Adam Johnson,M,False,False,False,Adam Johnson,55.3,3.0,53.0,75.0,57.0
69,Karch Kiraly,United States,1960-11-03,"Santa Barbara, CA","San Clemente, CA",148.0,57.0,47.0,13.0,354.0,8653.0,0.71,74.0,Karch Kiraly,M,False,False,False,Karch Kiraly,51.02846975088968,7.0,48.0,74.0,62.0
70,Jan Kvalheim,Norway,1963-02-05,Skien,Skien,8.0,5.0,10.0,9.0,105.0,5836.0,0.22,79.0,Jan Kvalheim,M,False,False,False,Jan Kvalheim,42.0,2.0,41.0,79.0,59.0
72,Mike Lambert,United States,1974-04-14,"Kaneohe, HI","Costa Mesa, CA",16.0,10.0,20.0,2.0,92.0,11685.0,0.5,78.0,Mike Lambert,M,False,False,False,Mike Lambert,50.75703324808184,18.0,48.0,78.0,48.0
73,Lee LeGrande,United States,1971-04-23,"Honolulu, HI","Hermosa Beach, CA",4.0,1.0,6.0,2.0,137.0,1857.0,0.08,77.0,Lee LeGrande,M,False,False,False,Lee LeGrande,48.85714285714285,6.0,47.0,77.0,51.0
74,Conrad Leinemann,Canada,1971-04-02,Kelowna,"Toronto, ON",1.0,1.0,1.0,1.0,150.0,7150.0,0.02,75.0,Conrad Leinemann,M,False,False,False,Conrad Leinemann,49.6526717557252,4.0,46.0,75.0,51.0
75,Ken Lentin,United States,1962-12-17,,"La Jolla, CA",0.0,0.0,0.0,0.0,9.0,78.0,0.0,,Ken Lentin,M,False,False,False,Ken Lentin,50.333333333333336,1.0,43.0,75.096018735363,60.0
76,Brian Lewis,United States,1968-03-22,"Corona del Mar, CA","San Clemente, CA",8.0,28.0,36.0,19.0,252.0,3079.0,0.29,73.0,Brian Lewis,M,False,False,False,Brian Lewis,54.357723577235774,5.0,52.0,73.0,54.0
350,"Brian Lewis, Sr.",United States,1968-03-22,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,Brian Lewis,M,False,False,False,Brian Lewis,54.357723577235774,5.0,52.0,73.0,54.0
77,José Geraldo Loiola,Brazil,1970-03-28,Vitória,"Vitoria, ES, CA",55.0,44.0,27.0,16.0,277.0,12406.0,0.45,76.0,Jose Loiola,M,False,False,False,Jose Loiola,48.92112676056338,17.0,46.0,76.0,52.0
81,Matt Lyles,United States,1969-08-26,,"Los Gatos, CA",0.0,0.0,1.0,1.0,51.0,293.0,0.02,75.0,Matt Lyles,M,False,False,False,Matt Lyles,41.333333333333336,2.0,40.0,75.0,53.0
84,Björn Maaseide,Norway,1968-03-07,Stavanger,Sandnes,8.0,5.0,10.0,9.0,178.0,9391.0,0.13,78.0,Bjorn Maaseide,M,False,False,False,Bjorn Maaseide,50.22380952380952,3.0,48.0,78.0,54.0
89,Mike Mattarocci,United States,1969-10-05,"San Diego, CA","Hermosa Beach, CA",0.0,0.0,0.0,0.0,65.0,653.0,0.0,80.0,Mike Mattarocci,M,False,False,False,Mike Mattarocci,52.06060606060606,7.0,47.0,80.0,53.0
90,Stein Metzger,United States,1972-11-17,"Honolulu, HI","Redondo Beach, CA",18.0,18.0,41.0,2.0,223.0,21159.0,0.35,75.0,Stein Metzger,M,False,False,False,Stein Metzger,50.831536388140165,15.0,49.0,75.0,50.0
95,Jim Nichols,United States,1966-11-04,"Encinitas, CA","Encinitas, CA",0.0,0.0,0.0,3.0,195.0,2201.0,0.0,71.0,Jim Nichols,M,False,False,False,Jim Nichols,48.40828402366864,21.0,45.0,71.0,56.0
96,Mark Paaluhi,United States,1971-03-08,"Honolulu, HI","Hermosa Beach, CA",0.0,1.0,0.0,0.0,125.0,565.0,0.01,75.0,Mark Paaluhi,M,False,False,False,Mark Paaluhi,55.32142857142857,8.0,55.0,75.0,51.0
97,Raul Papaleo Pérez,Puerto Rico,1971-10-11,"San Juan, PR","Carolina, PR",1.0,1.0,1.0,0.0,102.0,1391.0,0.03,73.0,Raul Papaleo,M,False,False,False,Raul Papaleo,47.98412698412698,3.0,45.0,73.0,51.0
98,Rogério 'Pará' de Souza Ferreira,Brazil,1973-09-13,Belém,Rio de Janeiro,10.0,14.0,10.0,5.0,127.0,9340.0,0.27,75.0,Rogerio 'Para' Ferreira,M,False,False,False,Rogerio 'Para' Ferreira,46.832432432432434,9.0,44.0,75.0,49.0
100,Dane Pearson,United States,1967-12-24,,"Venice, CA",0.0,0.0,1.0,0.0,42.0,598.0,0.02,76.0,Dane Pearson,M,False,False,False,Dane Pearson,47.14634146341464,5.0,45.0,76.0,55.0
106,Leland Quinn,United States,1972-04-03,"Huntington Beach, CA","Newport Beach, CA",0.0,0.0,0.0,0.0,57.0,378.0,0.0,81.0,Leland Quinn,M,False,False,False,Leland Quinn,48.5,3.0,44.5,81.0,50.0
111,Todd Rogers,United States,1973-09-30,"Santa Barbara, CA","Solvang, CA",80.0,34.0,35.0,19.0,349.0,49546.0,0.43,74.0,Todd Rogers,M,False,False,False,Todd Rogers,49.28430566967954,21.0,47.0,74.0,49.0
112,Henry Russell,United States,1969-05-21,"Clearwater, FL","Redondo Beach, CA",1.0,1.0,3.0,1.0,91.0,33.0,0.05,78.0,Henry Russell,M,False,False,False,Henry Russell,49.285714285714285,2.0,50.0,78.0,53.0
116,Sean Scott,United States,1973-06-29,"Kailua, HI","Redondo Beach, CA",24.0,25.0,26.0,5.0,231.0,27526.0,0.32,77.0,Sean Scott,M,False,False,False,Sean Scott,53.04532967032967,18.0,50.5,77.0,49.0
117,Wayne Seligson,United States,1971-06-24,,"Honolulu, HI",0.0,0.0,1.0,0.0,84.0,47.0,0.01,73.0,Wayne Seligson,M,False,False,False,Wayne Seligson,51.6,1.0,44.0,73.0,51.0
119,Steve Simpson,United States,1971-03-04,,"Conroe, TX",0.0,0.0,0.0,0.0,29.0,275.0,0.0,73.0,Steve Simpson,M,False,False,False,Steve Simpson,41.47368421052632,2.0,40.0,73.0,51.0
122,David Smith,United States,1972-02-26,"Denver, CO","Lakewood, CO",0.0,1.0,1.0,1.0,156.0,7369.0,0.01,75.0,David Smith,M,False,False,False,David Smith,50.69014084507042,26.0,49.0,75.0,50.0
123,Doug Smith,United States,1970-01-07,,"Mt. Pleasant, SC",0.0,0.0,0.0,0.0,6.0,10.0,0.0,,Doug Smith,M,False,False,False,Doug Smith,37.5,1.0,37.5,75.096018735363,52.0
130,David Swatik,United States,1973-02-14,"Manhatttan Beach, CA","Manhatttan Beach, CA",4.0,3.0,5.0,5.0,153.0,999.0,0.08,76.0,David Swatik,M,False,False,False,David Swatik,47.625,3.0,43.5,76.0,49.0
135,Amaury Velasco,Puerto Rico,1972-03-06,"Santurce, PR","San Juan, PR",0.0,1.0,1.0,0.0,63.0,949.0,0.03,77.0,Amaury Velasco,M,False,False,False,Amaury Velasco,44.8,4.0,43.0,77.0,50.0
138,Mike Whitmarsh,United States,,"San Diego, CA","Deceased February 16, 2009",28.0,49.0,40.0,25.0,267.0,5546.0,0.44,79.0,Mike Whitmarsh,M,False,False,False,,,,,79.0,
140,Andy Witt,United States,1978-03-21,"Santa Ynez, CA","Santa Ynez, CA",0.0,0.0,0.0,0.0,31.0,1762.0,0.0,78.0,Andy Witt,M,False,False,False,Andy Witt,48.73148148148148,5.0,46.0,78.0,44.0
141,Kevin Wong,United States,1972-09-12,"Honolulu, HI","Honolulu, HI",10.0,10.0,27.0,3.0,260.0,23002.0,0.18,79.0,Kevin Wong,M,False,False,False,Kevin Wong,51.63172043010753,20.0,49.0,79.0,50.0
7948,Kevin Wong,United States,1979-03-21,,"Denver, CO",0.0,0.0,0.0,0.0,5.0,21.0,0.0,79.0,Kevin Wong,M,False,False,False,Kevin Wong,34.75,1.0,35.5,79.0,43.0
142,Eric Wurts,United States,1960-02-25,,"Fort Lauderdale, FL",1.0,4.0,4.0,4.0,266.0,219.0,0.03,72.0,Eric Wurts,M,False,False,False,Eric Wurts,50.6,5.0,47.0,72.0,62.0
143,Chris Young,United States,1967-02-26,,"Kaneohe, HI",0.0,1.0,0.0,0.0,145.0,82.0,0.01,77.0,Chris Young,M,False,False,False,Chris Young,49.27272727272727,2.0,50.0,77.0,55.0
19176,Yung Yung Koo,Hong Kong,1995-08-22,Hong Kong,Hong Kong,0.0,0.0,0.0,0.0,4.0,175.0,0.0,70.0,Chris Young,M,False,False,False,,,,,70.0,27.0
144,Tony Zapata,United States,1969-12-21,,"Topanga, CA",0.0,0.0,0.0,0.0,93.0,63.0,0.0,77.0,Tony Zapata,M,False,False,False,Tony Zapata,50.63636363636363,3.0,48.0,77.0,53.0
145,Joel Jones,United States,,,"Torrance, CA",0.0,0.0,2.0,2.0,27.0,40.0,0.07,,Joel Jones,M,False,False,False,,,,,75.096018735363,
146,Julien Prosser,Australia,1972-06-11,"Bunbury, West Australia",Sydney,1.0,0.0,8.0,7.0,150.0,7317.0,0.06,76.0,Julien Prosser,M,False,False,False,Julien Prosser,46.21081081081081,3.0,45.0,76.0,50.0
147,Lee Zahner,Australia,1974-03-13,Brisbane,Brisbane,1.0,0.0,6.0,3.0,91.0,5538.0,0.08,78.0,Lee Zahner,M,False,False,False,Lee Zahner,45.25,1.0,43.0,78.0,48.0
148,Emanuel Fernando Scheffer Rego,Brazil,1973-04-15,Curitiba,João Pessoa/Rio de Janeiro,86.0,45.0,47.0,16.0,286.0,46415.0,0.62,75.0,Emanuel Rego,M,False,False,False,Emanuel Rego,45.10793650793651,8.0,42.0,75.0,49.0
149,Franco José Vieira Neto,Brazil,1966-11-11,Fortaleza,Rio de Janeiro,18.0,21.0,26.0,16.0,212.0,16615.0,0.31,76.0,Franco Neto,M,False,False,False,Franco Neto,50.26938775510204,9.0,48.0,76.0,56.0
2943,"Ernesto Octavio "" Neto"" Romero Franco",Mexico,1975-03-20,Ensenada,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,73.0,Franco Neto,M,False,False,False,,,,,73.0,47.0
150,Roberto Lopes da Costa,Brazil,1966-10-06,Bacabal,"Fortaleza, CE",15.0,12.0,16.0,9.0,122.0,5299.0,0.35,73.0,Roberto Lopes,M,False,False,False,Roberto Lopes,47.060344827586206,4.0,44.5,73.0,56.0
151,Christopher 'Sinjin' Smith,United States,1957-05-07,"Santa Monica, CA","Pacific Palisades, CA",139.0,73.0,42.0,18.0,420.0,5205.0,0.6,75.0,Sinjin Smith,M,False,False,False,Sinjin Smith,49.8,1.0,46.0,75.0,65.0
152,Carl Henkel,United States,1969-08-16,"Redondo Beach, CA","Redondo Beach, CA",0.0,6.0,3.0,4.0,167.0,6585.0,0.05,79.0,Carl Henkel,M,False,False,False,Carl Henkel,51.63846153846154,6.0,51.5,79.0,53.0
153,Pepe Delahoz,United States,1971-10-22,,"San Diego, CA",0.0,0.0,1.0,0.0,73.0,1869.0,0.01,73.0,Pepe Delahoz,M,False,False,False,Pepe Delahoz,51.92086330935252,18.0,49.0,73.0,51.0
154,Juan Alberto Rodriguez Ibarra,Mexico,1969-05-30,Tepic Nayarit,"Puerto Vallarta, Jalisco",0.0,0.0,0.0,0.0,64.0,1193.0,0.0,76.0,Juan Rodriguez Ibarra,M,False,False,False,Juan Rodriguez Ibarra,42.08888888888889,5.0,41.0,76.0,53.0
156,Brian MacDonald,United States,1972-08-15,"Danville, CA","Newport Beach, CA",0.0,0.0,0.0,0.0,31.0,167.0,0.0,77.0,Brian MacDonald,M,False,False,False,Brian MacDonald,39.66666666666666,1.0,39.0,77.0,50.0
157,Dan Ortega,United States,1974-08-15,"Castro Valley, CA","Manhattan Beach, CA",0.0,0.0,0.0,0.0,34.0,333.0,0.0,73.0,Dan Ortega,M,False,False,False,Dan Ortega,52.9,2.0,51.0,73.0,48.0
158,David Fischer,United States,1972-04-09,"Santa Barbara, CA","Venice, CA",2.0,0.0,0.0,1.0,131.0,2961.0,0.02,75.0,David Fischer,M,False,False,False,David Fischer,48.30379746835443,18.0,45.0,75.0,50.0
161,Chris Makos,United States,1973-04-21,"Philadelphia, PA","Claymont, DE",0.0,0.0,0.0,0.0,41.0,692.0,0.0,75.0,Chris Makos,M,False,False,False,Chris Makos,48.875,3.0,47.5,75.0,49.0
162,Chad Convis,United States,1971-03-28,"Farmington Hills, MI","Redondo Beach, CA",0.0,0.0,0.0,0.0,35.0,249.0,0.0,77.0,Chad Convis,M,False,False,False,Chad Convis,47.63157894736842,7.0,46.0,77.0,51.0
164,Marcos Macau,United States,1979-03-14,"Miami, FL","Coral Gables, FL",1.0,0.0,0.0,0.0,20.0,238.0,0.05,72.0,Marcos Macau,M,False,False,False,Marcos Macau,47.42857142857143,4.0,47.0,72.0,43.0
165,Carlos Machado,United States,,,"Boynton Beach, FL",0.0,0.0,0.0,0.0,19.0,8.0,0.0,,Carlos Machado,M,False,False,False,,,,,75.096018735363,
972,"Antonio Carlos ""Carlão"" Gouveia",Brazil,1965-04-20,Rio Branco (AC),Rio de Janeiro,0.0,0.0,0.0,0.0,2.0,65.0,0.0,78.0,Carlos Machado,M,False,False,False,,,,,78.0,57.0
166,Curtis Rollins,United States,1972-11-23,"Palm Beach Gardens, FL","Palm Beach Gardens, FL",0.0,0.0,0.0,0.0,24.0,65.0,0.0,74.0,Curtis Rollins,M,False,False,False,Curtis Rollins,47.833333333333336,1.0,44.5,74.0,50.0
167,Matt Johnson,United States,1973-10-27,,"Cincinnati, OH",0.0,0.0,0.0,0.0,9.0,38.0,0.0,72.0,Matt Johnson,M,False,False,False,Matt Johnson,36.4,1.0,37.0,72.0,49.0
168,Louis Messier,United States,,,"Los Angeles, CA",0.0,0.0,0.0,0.0,4.0,63.0,0.0,,Louis Messier,M,False,False,False,,,,,75.096018735363,
176,Craig Geibel,United States,1971-05-18,,"Tulsa, OK",0.0,0.0,0.0,0.0,31.0,69.0,0.0,75.0,Craig Geibel,M,False,False,False,Craig Geibel,42.333333333333336,1.0,39.0,75.0,51.0
177,Collin Smith,United States,1975-05-26,"Hermosa Beach, CA","Hermosa Beach, CA",1.0,0.0,0.0,1.0,51.0,1536.0,0.02,76.0,Collin Smith,M,False,False,False,Collin Smith,52.372549019607845,5.0,47.0,76.0,47.0
178,Chris Magill,United States,1970-09-14,"Houston, TX","San Diego, CA",0.0,0.0,0.0,0.0,51.0,525.0,0.0,71.0,Chris Magill,M,False,False,False,Chris Magill,49.92134831460674,13.0,48.0,71.0,52.0
181,Dana Camacho,United States,1977-01-25,"Ft. Lauderdale, FL","Deerfield, FL",1.0,3.0,2.0,0.0,75.0,3581.0,0.08,69.0,Dana Camacho,M,False,False,False,Dana Camacho,47.523809523809526,17.0,45.0,69.0,45.0
182,Adam Roberts,United States,1976-01-25,"High Point, NC","Myrtle Beach, SC",4.0,0.0,3.0,1.0,247.0,22771.0,0.03,73.0,Adam Roberts,M,False,False,False,Adam Roberts,47.081031307550646,44.0,44.0,73.0,46.0
183,Colin Wellman,United States,1974-12-26,"Santa Monica, CA","Los Angeles, CA",0.0,0.0,0.0,0.0,42.0,539.0,0.0,79.0,Colin Wellman,M,False,False,False,Colin Wellman,49.23076923076923,7.0,44.5,79.0,48.0
186,Jason Ring,United States,1974-07-21,"Bend, OR","Newport Beach, CA",1.0,1.0,8.0,0.0,98.0,7119.0,0.1,75.0,Jason Ring,M,False,False,False,Jason Ring,53.810810810810814,23.0,52.0,75.0,48.0
187,Brad Torsone,United States,1975-01-14,"Rochester, NY","Redondo Beach, CA",1.0,0.0,2.0,1.0,135.0,8025.0,0.02,78.0,Brad Torsone,M,False,False,False,Brad Torsone,51.66509433962264,34.0,48.0,78.0,47.0
188,Pete Nuss,United States,1978-04-14,,"Destrehan, LA",0.0,0.0,1.0,0.0,5.0,116.0,0.2,73.0,Pete Nuss,M,False,False,False,Pete Nuss,,1.0,,73.0,44.0
189,Mike Daniel,United States,1968-09-01,"Pleasant Grove, UT","Pleasant Grove, UT",0.0,0.0,0.0,0.0,22.0,168.0,0.0,71.0,Mike Daniel,M,False,False,False,Mike Daniel,40.5,2.0,39.5,71.0,54.0
190,Jake Gibb,United States,1976-02-06,"Bountiful, UT","Huntington Beach, CA",43.0,45.0,46.0,9.0,336.0,65291.0,0.4,79.0,Jake Gibb,M,False,False,False,Jake Gibb,48.32488005483208,21.0,46.0,79.0,46.0
191,Riley Salmon,United States,1976-07-02,"Amarillo, TX","Houston, TX",0.0,0.0,2.0,0.0,14.0,568.0,0.14,78.0,Riley Salmon,M,False,False,False,Riley Salmon,42.875,4.0,39.0,78.0,46.0
194,Jon Barnes,United States,1974-01-04,"Medford, NJ","San Diego, CA",0.0,0.0,0.0,0.0,28.0,170.0,0.0,75.0,Jon Barnes,M,False,False,False,Jon Barnes,43.92857142857143,12.0,44.5,75.0,48.0
196,Gaston Macau,United States,1974-10-28,"Miami, FL","Coral Gables, FL",0.0,1.0,1.0,0.0,79.0,1959.0,0.03,73.0,Gaston Macau,M,False,False,False,Gaston Macau,49.395833333333336,23.0,46.0,73.0,48.0
200,Jon Rose,United States,1977-05-10,,"Hoboken, NJ",0.0,0.0,0.0,0.0,20.0,327.0,0.0,73.0,Jon Rose,M,False,False,False,Jon Rose,45.94444444444444,7.0,44.0,73.0,45.0
203,Elvis Rodriguez,Dominican Republic,1969-12-28,,"New York, NY",0.0,0.0,0.0,0.0,8.0,134.0,0.0,70.0,Elvis Rodriguez,M,False,False,False,Elvis Rodriguez,49.0,1.0,49.0,70.0,53.0
205,Mark Williams,United States,1979-01-27,,,0.0,0.0,1.0,3.0,9.0,0.0,0.11,79.0,Mark Williams,M,False,False,False,Mark Williams,49.98881431767338,18.0,48.0,79.0,43.0
1155,Mark Williams,Australia,1979-01-27,Australia,Australia,2.0,3.0,15.0,1.0,136.0,16128.0,0.15,79.0,Mark Williams,M,False,False,False,Mark Williams,49.98881431767338,18.0,48.0,79.0,43.0
17335,Mark William Nicolaidis,Australia,2000-07-20,Brisbane,Brisbane,1.0,0.0,0.0,0.0,21.0,3630.0,0.05,72.0,Mark Williams,M,False,False,False,,,,,72.0,22.0
209,Evan Silberstein,United States,1975-10-13,,"Honolulu, HI",0.0,0.0,0.0,0.0,14.0,244.0,0.0,68.0,Evan Silberstein,M,False,False,False,Evan Silberstein,51.72727272727273,6.0,46.0,68.0,47.0
10101,Eva Van Vliet,Netherlands,1984-06-13,Dordrecht,Uffelte,0.0,0.0,0.0,0.0,4.0,20.0,0.0,68.0,Evan Silberstein,M,False,False,False,,,,,68.0,38.0
